Id,SalePrice
1461,135000.0
1462,190000.0
1463,190000.0
1464,190000.0
1465,173000.0
1466,190000.0
1467,250000.0
1468,190000.0
1469,135000.0
1470,135000.0
1471,173000.0
1472,140000.0
1473,140000.0
1474,140000.0
1475,140000.0
1476,190000.0
1477,190000.0
1478,135000.0
1479,190000.0
1480,185000.0
1481,160000.0
1482,160000.0
1483,190000.0
1484,140000.0
1485,190000.0
1486,190000.0
1487,160000.0
1488,135000.0
1489,135000.0
1490,135000.0
1491,145000.0
1492,135000.0
1493,190000.0
1494,190000.0
1495,145000.0
1496,173000.0
1497,140000.0
1498,140000.0
1499,140000.0
1500,140000.0
1501,140000.0
1502,173000.0
1503,190000.0
1504,140000.0
1505,135000.0
1506,190000.0
1507,145000.0
1508,190000.0
1509,145000.0
1510,135000.0
1511,135000.0
1512,135000.0
1513,190000.0
1514,160000.0
1515,140000.0
1516,160000.0
1517,190000.0
1518,145000.0
1519,135000.0
1520,250000.0
1521,190000.0
1522,135000.0
1523,140000.0
1524,135000.0
1525,135000.0
1526,160000.0
1527,135000.0
1528,140000.0
1529,250000.0
1530,135000.0
1531,140000.0
1532,140000.0
1533,135000.0
1534,140000.0
1535,145000.0
1536,140000.0
1537,135000.0
1538,145000.0
1539,145000.0
1540,145000.0
1541,145000.0
1542,140000.0
1543,190000.0
1544,140000.0
1545,140000.0
1546,140000.0
1547,140000.0
1548,140000.0
1549,140000.0
1550,140000.0
1551,135000.0
1552,140000.0
1553,160000.0
1554,140000.0
1555,190000.0
1556,190000.0
1557,160000.0
1558,140000.0
1559,140000.0
1560,145000.0
1561,145000.0
1562,135000.0
1563,135000.0
1564,140000.0
1565,145000.0
1566,190000.0
1567,135000.0
1568,190000.0
1569,160000.0
1570,135000.0
1571,140000.0
1572,135000.0
1573,240000.0
1574,190000.0
1575,185000.0
1576,190000.0
1577,135000.0
1578,190000.0
1579,145000.0
1580,190000.0
1581,190000.0
1582,135000.0
1583,135000.0
1584,145000.0
1585,140000.0
1586,135000.0
1587,135000.0
1588,190000.0
1589,145000.0
1590,140000.0
1591,135000.0
1592,140000.0
1593,135000.0
1594,140000.0
1595,145000.0
1596,190000.0
1597,160000.0
1598,160000.0
1599,173000.0
1600,173000.0
1601,135000.0
1602,140000.0
1603,135000.0
1604,173000.0
1605,145000.0
1606,145000.0
1607,160000.0
1608,190000.0
1609,135000.0
1610,145000.0
1611,185000.0
1612,135000.0
1613,135000.0
1614,140000.0
1615,140000.0
1616,140000.0
1617,140000.0
1618,135000.0
1619,185000.0
1620,140000.0
1621,145000.0
1622,190000.0
1623,135000.0
1624,145000.0
1625,190000.0
1626,135000.0
1627,190000.0
1628,190000.0
1629,140000.0
1630,160000.0
1631,160000.0
1632,160000.0
1633,190000.0
1634,140000.0
1635,190000.0
1636,135000.0
1637,145000.0
1638,190000.0
1639,135000.0
1640,190000.0
1641,135000.0
1642,140000.0
1643,140000.0
1644,140000.0
1645,190000.0
1646,135000.0
1647,190000.0
1648,250000.0
1649,250000.0
1650,135000.0
1651,135000.0
1652,140000.0
1653,140000.0
1654,140000.0
1655,140000.0
1656,140000.0
1657,140000.0
1658,140000.0
1659,140000.0
1660,135000.0
1661,160000.0
1662,145000.0
1663,185000.0
1664,185000.0
1665,135000.0
1666,190000.0
1667,160000.0
1668,190000.0
1669,190000.0
1670,190000.0
1671,190000.0
1672,190000.0
1673,190000.0
1674,190000.0
1675,160000.0
1676,173000.0
1677,160000.0
1678,190000.0
1679,190000.0
1680,160000.0
1681,140000.0
1682,185000.0
1683,140000.0
1684,145000.0
1685,190000.0
1686,140000.0
1687,190000.0
1688,190000.0
1689,190000.0
1690,190000.0
1691,190000.0
1692,190000.0
1693,190000.0
1694,190000.0
1695,140000.0
1696,145000.0
1697,190000.0
1698,145000.0
1699,190000.0
1700,140000.0
1701,190000.0
1702,190000.0
1703,135000.0
1704,135000.0
1705,190000.0
1706,135000.0
1707,250000.0
1708,135000.0
1709,190000.0
1710,135000.0
1711,145000.0
1712,135000.0
1713,135000.0
1714,250000.0
1715,190000.0
1716,135000.0
1717,135000.0
1718,135000.0
1719,190000.0
1720,190000.0
1721,185000.0
1722,185000.0
1723,185000.0
1724,135000.0
1725,190000.0
1726,140000.0
1727,145000.0
1728,140000.0
1729,190000.0
1730,145000.0
1731,190000.0
1732,250000.0
1733,250000.0
1734,190000.0
1735,250000.0
1736,135000.0
1737,190000.0
1738,145000.0
1739,140000.0
1740,173000.0
1741,173000.0
1742,140000.0
1743,140000.0
1744,190000.0
1745,185000.0
1746,145000.0
1747,190000.0
1748,145000.0
1749,135000.0
1750,135000.0
1751,190000.0
1752,135000.0
1753,135000.0
1754,145000.0
1755,160000.0
1756,135000.0
1757,135000.0
1758,190000.0
1759,190000.0
1760,135000.0
1761,190000.0
1762,190000.0
1763,145000.0
1764,135000.0
1765,135000.0
1766,190000.0
1767,190000.0
1768,135000.0
1769,190000.0
1770,190000.0
1771,135000.0
1772,135000.0
1773,135000.0
1774,145000.0
1775,250000.0
1776,185000.0
1777,135000.0
1778,135000.0
1779,135000.0
1780,145000.0
